location_x,location_y,PCI,RSRP,RSRQ,SNR,timestamp,filename,6,Power_301,Power_302,a301_beam0,a301_beam32,a301_beam64,a301_beam96,a301_beam128,a302_beam0,a302_beam32,a302_beam64,a302_beam96,a302_beam128,setname
881,179,301,-111.8740741,-9.833333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
884,188,301,-105.2885714,-8.548571429,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
890,132,120,-133.226087,-17.12173913,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
891,140,120,-127.3342857,-12.96171429,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
894,150,120,-127.8139241,-13.39746835,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
894,164,120,-132.925,-17.775,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
894,164,301,-113.03125,-9.53125,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
894,176,301,-119.9833333,-11.35,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
895,146,120,-127.3424837,-12.86601307,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
895,146,301,-122.9,-13.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
898,137,120,-129.14,-13.40068966,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
903,141,120,-126.7375,-12.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
904,156,120,-123.1071795,-10.77128205,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
904,166,120,-130.4275862,-15.17586207,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
904,166,301,-113.6,-10.6,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
904,177,120,-135.9181818,-20.36363636,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
904,177,301,-123.3,-12.9,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
908,185,120,-134.28125,-19.04375,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
908,185,301,-119.15,-11.95833333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
914,156,120,-123.5810811,-10.38648649,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
914,164,120,-125.958,-11.764,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
915,185,120,-135.5,-20.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
915,185,301,-120.9454545,-11.75909091,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
